501	-73.0455	40.8152
544	-73.0476	40.8133
601	-66.7245	18.1655
602	-67.1868	18.3828
603	-67.1536	18.4351
604	-67.1363	18.5022
605	-67.1538	18.4369
606	-66.9804	18.1861
610	-67.1439	18.2868
611	-66.7997	18.2869
612	-66.7306	18.469
613	-66.7215	18.4748
614	-66.7359	18.4567
616	-66.6765	18.4253
617	-66.5389	18.4576
622	-67.1706	18.0161
623	-67.1526	18.0838
624	-66.7214	18.0615
627	-66.8464	18.4869
631	-66.8325	18.1825
636	-67.0794	18.1644
637	-66.967	18.084
638	-66.47	18.3386
641	-66.7056	18.2714
646	-66.2671	18.4672
647	-66.9373	17.97
650	-66.5625	18.3637
652	-66.5701	18.4644
653	-66.9078	17.9716
656	-66.791	18.0234
659	-66.8255	18.4878
660	-67.1266	18.142
662	-67.0229	18.4998
664	-66.5929	18.2198
667	-67.0563	18.0422
669	-66.884	18.2951
670	-67.1449	18.2943
674	-66.4842	18.431
676	-67.1142	18.3966
677	-67.2526	18.341
678	-66.9363	18.4758
680	-67.1434	18.2036
681	-67.1434	18.2036
682	-67.14	18.2031
683	-67.0455	18.0847
685	-66.9959	18.338
687	-66.4052	18.3268
688	-66.6121	18.429
690	-67.097	18.4973
692	-66.322	18.4166
693	-66.3997	18.4428
694	-66.3997	18.4428
698	-66.862	18.0366
703	-66.1054	18.2594
704	-66.1018	18.252
705	-66.2661	18.1418
707	-65.8995	18.0094
714	-66.0621	17.9708
715	-66.5875	18.012
716	-66.6144	18.0131
717	-66.6144	18.0131
718	-65.7361	18.2132
719	-66.2455	18.3025
720	-66.3902	18.2312
721	-65.7745	18.3724
723	-66.0149	18.0078
725	-66.0394	18.2343
726	-66.0394	18.2343
727	-66.0394	18.2343
728	-66.6144	18.0131
729	-65.9068	18.3797
730	-66.6144	18.0131
731	-66.6198	18.0151
732	-66.6132	18.0369
733	-66.6217	18.0212
734	-66.6091	17.9871
735	-65.64	18.26
736	-66.1627	18.1164
737	-66.1627	18.1164
738	-65.6597	18.335
739	-66.1592	18.1792
740	-65.6322	18.3349
741	-65.744	18.1679
742	-65.6278	18.2382
744	-65.7932	18.2144
745	-65.8379	18.3811
751	-66.2874	17.9868
754	-65.9617	18.1911
757	-66.4034	17.9669
765	-65.455	18.1312
766	-66.4914	18.1318
767	-65.8789	18.0517
769	-66.3606	18.0811
771	-65.8698	18.1813
772	-65.8806	18.4328
773	-65.721	18.3775
775	-65.3057	18.3132
777	-65.9168	18.2285
778	-65.978	18.2561
780	-66.5519	18.0499
782	-66.225	18.2217
783	-66.3127	18.3437
784	-66.111	17.9782
785	-66.111	17.9782
786	-66.2333	18.1564
791	-65.8197	18.1545
792	-65.8197	18.1545
794	-66.3093	18.1877
795	-66.5053	18.0548
801	-64.9333	18.35
802	-64.9333	18.35
803	-64.9333	18.35
804	-64.9333	18.35
805	-64.9342	18.3499
